N ,01-A (mass number),01-Z (atomic number),01-q (ion charge),01-TKE [MeV],01-Energy Loss (MeV),01-Time from Target [ns],01-Momentum [GeV/c],01-Brho [T*m],02-A (mass number),02-Z (atomic number),02-q (ion charge),02-TKE [MeV],02-Energy Loss (MeV),02-Time from Target [ns],02-Momentum [GeV/c],02-Brho [T*m],03-A (mass number),03-Z (atomic number),03-q (ion charge),03-TKE [MeV],03-Energy Loss (MeV),03-Time from Target [ns],03-Momentum [GeV/c],03-Brho [T*m],04-A (mass number),04-Z (atomic number),04-q (ion charge),04-TKE [MeV],04-Energy Loss (MeV),04-Time from Target [ns],04-Momentum [GeV/c],04-Brho [T*m]
786,1.890000e+02,7.300000e+01,7.100000e+01,1.274213e+04,0.000000e+00,7.412171e+02,6.817034e+01,3.202701e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.164745e+04,1.094665e+03,7.412171e+02,6.507847e+01,3.057442e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.049031e+04,1.157140e+03,7.412171e+02,6.166288e+01,2.896975e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.687994e+03,4.802291e+03,7.412171e+02,4.510379e+01,2.119014e+00
787,1.890000e+02,7.300000e+01,7.100000e+01,1.273708e+04,0.000000e+00,7.412178e+02,6.815637e+01,3.202045e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.160462e+04,1.132457e+03,7.412178e+02,6.495485e+01,3.051635e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.044477e+04,1.159842e+03,7.412178e+02,6.152502e+01,2.890498e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.660465e+03,4.784279e+03,7.412178e+02,4.499277e+01,2.113799e+00
788,1.890000e+02,7.300000e+01,7.100000e+01,1.277452e+04,0.000000e+00,7.404678e+02,6.825998e+01,3.206912e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.167117e+04,1.103342e+03,7.404678e+02,6.514682e+01,3.060653e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.052043e+04,1.150738e+03,7.404678e+02,6.175391e+01,2.901251e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.756055e+03,4.764351e+03,7.404678e+02,4.537715e+01,2.131857e+00
789,1.860000e+02,7.200000e+01,7.000000e+01,1.260672e+04,0.000000e+00,7.397327e+02,6.727215e+01,3.205653e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.152231e+04,1.084399e+03,7.397327e+02,6.421659e+01,3.060049e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.038226e+04,1.140054e+03,7.397327e+02,6.085978e+01,2.900091e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.722785e+03,4.659447e+03,7.397327e+02,4.488833e+01,2.139019e+00
790,1.910000e+02,7.400000e+01,7.200000e+01,1.296237e+04,0.000000e+00,7.389979e+02,6.912798e+01,3.202585e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.182284e+04,1.139523e+03,7.389979e+02,6.591744e+01,3.053846e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.065687e+04,1.165964e+03,7.389979e+02,6.248335e+01,2.894750e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.772754e+03,4.884094e+03,7.389979e+02,4.568004e+01,2.116281e+00
791,1.930000e+02,7.500000e+01,7.300000e+01,1.315692e+04,0.000000e+00,7.374208e+02,7.001425e+01,3.199211e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.201727e+04,1.139652e+03,7.374208e+02,6.681083e+01,3.052835e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.078664e+04,1.230623e+03,7.374208e+02,6.319263e+01,2.887506e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.833820e+03,4.952794e+03,7.374208e+02,4.616100e+01,2.109267e+00
792,1.890000e+02,7.300000e+01,7.100000e+01,1.274490e+04,0.000000e+00,7.411860e+02,6.817801e+01,3.203061e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.164651e+04,1.098382e+03,7.411860e+02,6.507574e+01,3.057314e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.047880e+04,1.167699e+03,7.411860e+02,6.162808e+01,2.895340e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.671259e+03,4.807521e+03,7.411860e+02,4.503633e+01,2.115845e+00
793,1.890000e+02,7.300000e+01,7.100000e+01,1.277554e+04,0.000000e+00,7.403038e+02,6.826280e+01,3.207045e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.166586e+04,1.109682e+03,7.403038e+02,6.513150e+01,3.059934e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.052139e+04,1.144463e+03,7.403038e+02,6.175680e+01,2.901387e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.759035e+03,4.762329e+03,7.403038e+02,4.538908e+01,2.132418e+00
794,1.860000e+02,7.200000e+01,7.000000e+01,1.262534e+04,0.000000e+00,7.389073e+02,6.732357e+01,3.208104e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.153651e+04,1.088824e+03,7.389073e+02,6.425742e+01,3.061995e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.041153e+04,1.124977e+03,7.389073e+02,6.094803e+01,2.904296e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.745180e+03,4.666327e+03,7.389073e+02,4.497751e+01,2.143269e+00
795,1.920000e+02,7.500000e+01,7.300000e+01,1.324795e+04,0.000000e+00,7.337398e+02,7.008850e+01,3.202603e+00,1.920000e+02,7.500000e+01,7.300000e+01,1.208484e+04,1.163096e+03,7.337398e+02,6.683605e+01,3.053987e+00,1.920000e+02,7.500000e+01,7.300000e+01,1.089308e+04,1.191753e+03,7.337398e+02,6.335260e+01,2.894815e+00,1.920000e+02,7.500000e+01,7.300000e+01,5.969107e+03,4.923953e+03,7.337398e+02,4.658244e+01,2.128524e+00
796,1.880000e+02,7.300000e+01,7.100000e+01,1.284979e+04,0.000000e+00,7.370230e+02,6.829248e+01,3.208439e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.176132e+04,1.088465e+03,7.370230e+02,6.523801e+01,3.064938e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.062402e+04,1.137304e+03,7.370230e+02,6.190609e+01,2.908401e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.903507e+03,4.720485e+03,7.370230e+02,4.584413e+01,2.153796e+00
797,1.890000e+02,7.300000e+01,7.100000e+01,1.271741e+04,0.000000e+00,7.418151e+02,6.810190e+01,3.199486e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.160968e+04,1.107731e+03,7.418151e+02,6.496947e+01,3.052321e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.045364e+04,1.156038e+03,7.418151e+02,6.155189e+01,2.891760e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.664124e+03,4.789488e+03,7.418151e+02,4.500754e+01,2.114493e+00
798,1.890000e+02,7.300000e+01,7.100000e+01,1.272979e+04,0.000000e+00,7.414672e+02,6.813617e+01,3.201096e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.163438e+04,1.095401e+03,7.414672e+02,6.504076e+01,3.055671e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.045896e+04,1.175415e+03,7.414672e+02,6.156801e+01,2.892518e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.635263e+03,4.823672e+03,7.414672e+02,4.489092e+01,2.109014e+00
799,1.890000e+02,7.300000e+01,7.100000e+01,1.271675e+04,0.000000e+00,7.417111e+02,6.810006e+01,3.199399e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.159995e+04,1.116791e+03,7.417111e+02,6.494139e+01,3.051002e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.044437e+04,1.155580e+03,7.417111e+02,6.152381e+01,2.890441e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.667564e+03,4.776781e+03,7.417111e+02,4.502142e+01,2.115145e+00
800,1.890000e+02,7.300000e+01,7.100000e+01,1.278146e+04,0.000000e+00,7.404238e+02,6.827915e+01,3.207813e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.168585e+04,1.095600e+03,7.404238e+02,6.518909e+01,3.062639e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.054184e+04,1.144001e+03,7.404238e+02,6.181855e+01,2.904289e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.791888e+03,4.749933e+03,7.404238e+02,4.552045e+01,2.138590e+00
801,1.910000e+02,7.400000e+01,7.200000e+01,1.302013e+04,0.000000e+00,7.375099e+02,6.928724e+01,3.209963e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.188550e+04,1.134622e+03,7.375099e+02,6.609752e+01,3.062188e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.070474e+04,1.180750e+03,7.375099e+02,6.262762e+01,2.901434e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.862105e+03,4.842614e+03,7.375099e+02,4.603790e+01,2.132860e+00
802,1.890000e+02,7.300000e+01,7.100000e+01,1.272409e+04,0.000000e+00,7.417497e+02,6.812040e+01,3.200355e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.159450e+04,1.129586e+03,7.417497e+02,6.492563e+01,3.050262e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.043015e+04,1.164337e+03,7.417497e+02,6.148073e+01,2.888417e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.618764e+03,4.811367e+03,7.417497e+02,4.482412e+01,2.105875e+00
803,1.880000e+02,7.300000e+01,7.100000e+01,1.281609e+04,0.000000e+00,7.374808e+02,6.819969e+01,3.204080e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.170142e+04,1.114667e+03,7.374808e+02,6.506627e+01,3.056869e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.054187e+04,1.159544e+03,7.374808e+02,6.165927e+01,2.896805e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.812545e+03,4.729301e+03,7.374808e+02,4.548376e+01,2.136866e+00
804,1.890000e+02,7.300000e+01,7.100000e+01,1.272258e+04,0.000000e+00,7.417250e+02,6.811621e+01,3.200158e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.161285e+04,1.109726e+03,7.417250e+02,6.497862e+01,3.052751e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.043734e+04,1.175498e+03,7.417250e+02,6.150252e+01,2.889441e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.649233e+03,4.788085e+03,7.417250e+02,4.494740e+01,2.111667e+00
805,1.910000e+02,7.400000e+01,7.200000e+01,1.299132e+04,0.000000e+00,7.383368e+02,6.920785e+01,3.206285e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.186127e+04,1.130047e+03,7.383368e+02,6.602793e+01,3.058965e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.068551e+04,1.175752e+03,7.383368e+02,6.256969e+01,2.898750e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.787810e+03,4.897676e+03,7.383368e+02,4.574053e+01,2.119083e+00
806,1.860000e+02,7.200000e+01,7.000000e+01,1.258895e+04,0.000000e+00,7.400170e+02,6.722306e+01,3.203314e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.151651e+04,1.072433e+03,7.400170e+02,6.419988e+01,3.059254e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.038923e+04,1.127268e+03,7.400170e+02,6.088083e+01,2.901094e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.752032e+03,4.637178e+03,7.400170e+02,4.500476e+01,2.144567e+00
807,1.910000e+02,7.400000e+01,7.200000e+01,1.296905e+04,0.000000e+00,7.388529e+02,6.914642e+01,3.203439e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.183684e+04,1.132206e+03,7.388529e+02,6.595771e+01,3.055712e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.064265e+04,1.194181e+03,7.388529e+02,6.244044e+01,2.892762e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.752278e+03,4.890352e+03,7.388529e+02,4.559767e+01,2.112464e+00
808,1.900000e+02,7.400000e+01,7.200000e+01,1.300243e+04,0.000000e+00,7.363605e+02,6.906274e+01,3.199562e+00,1.900000e+02,7.400000e+01,7.200000e+01,1.187433e+04,1.128095e+03,7.363605e+02,6.589725e+01,3.052910e+00,1.900000e+02,7.400000e+01,7.200000e+01,1.068306e+04,1.191267e+03,7.363605e+02,6.240250e+01,2.891005e+00,1.900000e+02,7.400000e+01,7.200000e+01,5.854398e+03,4.828640e+03,7.363605e+02,4.588804e+01,2.125917e+00
809,1.890000e+02,7.300000e+01,7.100000e+01,1.272443e+04,0.000000e+00,7.418239e+02,6.812133e+01,3.200398e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.162506e+04,1.099357e+03,7.418239e+02,6.501388e+01,3.054408e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.047755e+04,1.147503e+03,7.418239e+02,6.162430e+01,2.895162e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.712505e+03,4.765025e+03,7.418239e+02,4.520241e+01,2.123648e+00
810,1.890000e+02,7.300000e+01,7.100000e+01,1.275180e+04,0.000000e+00,7.409711e+02,6.819712e+01,3.203959e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.164988e+04,1.101910e+03,7.409711e+02,6.508547e+01,3.057771e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.049543e+04,1.154443e+03,7.409711e+02,6.167838e+01,2.897703e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.749036e+03,4.746374e+03,7.409711e+02,4.534903e+01,2.130536e+00
811,1.890000e+02,7.300000e+01,7.100000e+01,1.274876e+04,0.000000e+00,7.410302e+02,6.818871e+01,3.203564e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.163916e+04,1.109600e+03,7.410302e+02,6.505454e+01,3.056318e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.047410e+04,1.165047e+03,7.410302e+02,6.161386e+01,2.894672e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.711098e+03,4.762982e+03,7.410302e+02,4.519675e+01,2.123382e+00
812,1.890000e+02,7.300000e+01,7.100000e+01,1.279396e+04,0.000000e+00,7.400900e+02,6.831372e+01,3.209437e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.170583e+04,1.088130e+03,7.400900e+02,6.524657e+01,3.065340e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.054361e+04,1.162207e+03,7.400900e+02,6.182389e+01,2.904539e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.787672e+03,4.755917e+03,7.400900e+02,4.550361e+01,2.137799e+00
813,1.910000e+02,7.400000e+01,7.200000e+01,1.294810e+04,0.000000e+00,7.393560e+02,6.908857e+01,3.200759e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.182843e+04,1.119664e+03,7.393560e+02,6.593351e+01,3.054591e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.063258e+04,1.195840e+03,7.393560e+02,6.241003e+01,2.891353e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.749170e+03,4.883388e+03,7.393560e+02,4.558515e+01,2.111885e+00
814,1.880000e+02,7.300000e+01,7.100000e+01,1.285638e+04,0.000000e+00,7.364900e+02,6.831059e+01,3.209290e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.174757e+04,1.108805e+03,7.364900e+02,6.519861e+01,3.063086e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.058676e+04,1.160800e+03,7.364900e+02,6.179427e+01,2.903148e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.846930e+03,4.739808e+03,7.364900e+02,4.562030e+01,2.143281e+00
815,1.880000e+02,7.300000e+01,7.100000e+01,1.277828e+04,0.000000e+00,7.386237e+02,6.809545e+01,3.199183e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.168029e+04,1.097980e+03,7.386237e+02,6.500560e+01,3.054019e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.052110e+04,1.159183e+03,7.386237e+02,6.159674e+01,2.893867e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.784476e+03,4.736603e+03,7.386237e+02,4.537202e+01,2.131616e+00
816,1.910000e+02,7.400000e+01,7.200000e+01,1.299832e+04,0.000000e+00,7.381757e+02,6.922714e+01,3.207179e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.186867e+04,1.129643e+03,7.381757e+02,6.604919e+01,3.059950e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.069472e+04,1.173942e+03,7.381757e+02,6.259744e+01,2.900036e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.835598e+03,4.859100e+03,7.381757e+02,4.593201e+01,2.127954e+00
817,1.910000e+02,7.400000e+01,7.200000e+01,1.297111e+04,0.000000e+00,7.388367e+02,6.915209e+01,3.203702e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.183332e+04,1.137778e+03,7.388367e+02,6.594760e+01,3.055243e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.065963e+04,1.173688e+03,7.388367e+02,6.249166e+01,2.895135e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.805609e+03,4.853997e+03,7.388367e+02,4.581193e+01,2.122391e+00
818,1.890000e+02,7.300000e+01,7.100000e+01,1.272946e+04,0.000000e+00,7.416429e+02,6.813528e+01,3.201054e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.163116e+04,1.098291e+03,7.416429e+02,6.503149e+01,3.055235e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.047600e+04,1.155159e+03,7.416429e+02,6.161960e+01,2.894941e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.693729e+03,4.782247e+03,7.416429e+02,4.512688e+01,2.120099e+00
819,1.860000e+02,7.200000e+01,7.000000e+01,1.262728e+04,0.000000e+00,7.389655e+02,6.732892e+01,3.208358e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.154661e+04,1.080660e+03,7.389655e+02,6.428645e+01,3.063379e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.042592e+04,1.120686e+03,7.389655e+02,6.099137e+01,2.906361e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.772982e+03,4.652917e+03,7.389655e+02,4.508798e+01,2.148533e+00
820,1.860000e+02,7.200000e+01,7.000000e+01,1.256782e+04,0.000000e+00,7.406518e+02,6.716466e+01,3.200531e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.147758e+04,1.090240e+03,7.406518e+02,6.408779e+01,3.053912e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.034971e+04,1.127856e+03,7.406518e+02,6.076156e+01,2.895411e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.700595e+03,4.649097e+03,7.406518e+02,4.479981e+01,2.134801e+00
821,1.930000e+02,7.500000e+01,7.300000e+01,1.312166e+04,0.000000e+00,7.381316e+02,6.991705e+01,3.194769e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.198160e+04,1.140055e+03,7.381316e+02,6.670841e+01,3.048154e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.076261e+04,1.218988e+03,7.381316e+02,6.312015e+01,2.884194e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.764230e+03,4.998351e+03,7.381316e+02,4.588048e+01,2.096449e+00
822,1.890000e+02,7.300000e+01,7.100000e+01,1.275556e+04,0.000000e+00,7.406497e+02,6.820751e+01,3.204447e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.165518e+04,1.100367e+03,7.406497e+02,6.510074e+01,3.058489e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.048842e+04,1.166759e+03,7.406497e+02,6.165716e+01,2.896706e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.722819e+03,4.765575e+03,7.406497e+02,4.524385e+01,2.125595e+00
823,1.890000e+02,7.300000e+01,7.100000e+01,1.269741e+04,0.000000e+00,7.423514e+02,6.804644e+01,3.196880e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.157508e+04,1.122321e+03,7.423514e+02,6.486950e+01,3.047625e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.040368e+04,1.171396e+03,7.423514e+02,6.140040e+01,2.884643e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.609558e+03,4.794095e+03,7.423514e+02,4.478681e+01,2.104123e+00
824,1.930000e+02,7.500000e+01,7.300000e+01,1.319645e+04,0.000000e+00,7.366279e+02,7.012307e+01,3.204183e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.204024e+04,1.156207e+03,7.366279e+02,6.687673e+01,3.055846e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.082595e+04,1.214285e+03,7.366279e+02,6.331104e+01,2.892916e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.859957e+03,4.965969e+03,7.366279e+02,4.626595e+01,2.114063e+00
825,1.900000e+02,7.400000e+01,7.200000e+01,1.302908e+04,0.000000e+00,7.357184e+02,6.913599e+01,3.202956e+00,1.900000e+02,7.400000e+01,7.200000e+01,1.190714e+04,1.121939e+03,7.357184e+02,6.599117e+01,3.057262e+00,1.900000e+02,7.400000e+01,7.200000e+01,1.074117e+04,1.165962e+03,7.357184e+02,6.257698e+01,2.899088e+00,1.900000e+02,7.400000e+01,7.200000e+01,5.895523e+03,4.845625e+03,7.357184e+02,4.605156e+01,2.133492e+00
826,1.890000e+02,7.300000e+01,7.100000e+01,1.275350e+04,0.000000e+00,7.410843e+02,6.820183e+01,3.204180e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.165525e+04,1.098243e+03,7.410843e+02,6.510094e+01,3.058498e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.048818e+04,1.167063e+03,7.410843e+02,6.165645e+01,2.896673e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.738983e+03,4.749176e+03,7.410843e+02,4.530872e+01,2.128643e+00
827,1.890000e+02,7.300000e+01,7.100000e+01,1.269993e+04,0.000000e+00,7.423782e+02,6.805344e+01,3.197209e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.158733e+04,1.112596e+03,7.423782e+02,6.490491e+01,3.049288e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.042645e+04,1.160875e+03,7.423782e+02,6.146949e+01,2.887889e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.646538e+03,4.779886e+03,7.423782e+02,4.493651e+01,2.111156e+00
828,1.930000e+02,7.500000e+01,7.300000e+01,1.315426e+04,0.000000e+00,7.372321e+02,7.000692e+01,3.198876e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.198796e+04,1.166300e+03,7.372321e+02,6.672667e+01,3.048989e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.077900e+04,1.208947e+03,7.372321e+02,6.316962e+01,2.886454e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.822555e+03,4.956426e+03,7.372321e+02,4.611570e+01,2.107197e+00
829,1.860000e+02,7.200000e+01,7.000000e+01,1.263916e+04,0.000000e+00,7.387019e+02,6.736170e+01,3.209921e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.156415e+04,1.075006e+03,7.387019e+02,6.433682e+01,3.065779e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.043802e+04,1.126123e+03,7.387019e+02,6.102778e+01,2.908096e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.818728e+03,4.619270e+03,7.387019e+02,4.526921e+01,2.157169e+00
830,1.880000e+02,7.300000e+01,7.100000e+01,1.277980e+04,0.000000e+00,7.384927e+02,6.809967e+01,3.199381e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.168406e+04,1.095737e+03,7.384927e+02,6.501643e+01,3.054527e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.052543e+04,1.158622e+03,7.384927e+02,6.160978e+01,2.894480e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.765307e+03,4.760102e+03,7.384927e+02,4.529555e+01,2.128024e+00
831,1.880000e+02,7.300000e+01,7.100000e+01,1.287185e+04,0.000000e+00,7.364190e+02,6.835314e+01,3.211289e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.176510e+04,1.106748e+03,7.364190e+02,6.524882e+01,3.065445e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.061481e+04,1.150279e+03,7.364190e+02,6.187849e+01,2.907104e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.884929e+03,4.729861e+03,7.364190e+02,4.577074e+01,2.150349e+00
832,1.860000e+02,7.200000e+01,7.000000e+01,1.258709e+04,0.000000e+00,7.399098e+02,6.721794e+01,3.203070e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.150132e+04,1.085769e+03,7.399098e+02,6.415617e+01,3.057171e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.038481e+04,1.116500e+03,7.399098e+02,6.086750e+01,2.900459e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.730271e+03,4.654519e+03,7.399098e+02,4.491816e+01,2.140441e+00
833,1.910000e+02,7.400000e+01,7.200000e+01,1.290063e+04,0.000000e+00,7.406041e+02,6.895738e+01,3.194681e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.177014e+04,1.130480e+03,7.406041e+02,6.576566e+01,3.046814e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.057665e+04,1.193492e+03,7.406041e+02,6.224090e+01,2.883518e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.680276e+03,4.896347e+03,7.406041e+02,4.530688e+01,2.098993e+00
834,1.930000e+02,7.500000e+01,7.300000e+01,1.319952e+04,0.000000e+00,7.363088e+02,7.013152e+01,3.204569e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.204730e+04,1.152215e+03,7.363088e+02,6.689698e+01,3.056771e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.085181e+04,1.195492e+03,7.363088e+02,6.338882e+01,2.896470e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.900014e+03,4.951769e+03,7.363088e+02,4.642635e+01,2.121392e+00
835,1.930000e+02,7.500000e+01,7.300000e+01,1.318839e+04,0.000000e+00,7.368450e+02,7.010088e+01,3.203169e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.203871e+04,1.149675e+03,7.368450e+02,6.687233e+01,3.055645e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.082567e+04,1.213029e+03,7.368450e+02,6.331020e+01,2.892878e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.885677e+03,4.939970e+03,7.368450e+02,4.636900e+01,2.118772e+00
836,1.890000e+02,7.300000e+01,7.100000e+01,1.272246e+04,0.000000e+00,7.415788e+02,6.811587e+01,3.200142e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.161815e+04,1.104300e+03,7.415788e+02,6.499393e+01,3.053470e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.046945e+04,1.148692e+03,7.415788e+02,6.159978e+01,2.894010e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.696535e+03,4.772895e+03,7.415788e+02,4.513817e+01,2.120630e+00
837,1.880000e+02,7.300000e+01,7.100000e+01,1.281167e+04,0.000000e+00,7.377225e+02,6.818750e+01,3.203507e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.170513e+04,1.106533e+03,7.377225e+02,6.507691e+01,3.057369e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.055629e+04,1.148827e+03,7.377225e+02,6.170268e+01,2.898845e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.832616e+03,4.723654e+03,7.377225e+02,4.556351e+01,2.140613e+00
